Date,Open,High,Low,Close,Adj Close,Volume,log_return,std_resid,abs_resid,sq_resid,volatility
2007-08-01,23018.199219,23025.140625,22209.789063,22455.359375,22455.359375,2848057800.0,,,,,
2007-08-02,22730.400391,22767.470703,22144.730469,22443.25,22443.25,2099184800.0,-0.053940981523403764,-0.04402201384525448,0.04402201384525448,0.0019379377029917775,2.0596750516188
2007-08-03,22625.380859,22644.580078,22356.300781,22538.439453,22538.439453,1787588400.0,0.42323708269425,0.1946006208467134,0.1946006208467134,0.037869401633926304,1.986155125800018
2007-08-06,22128.060547,22147.419922,21916.699219,21936.730469,21936.730469,2154530000.0,-2.7059849379384104,-1.4299874214150963,1.4299874214150963,2.044864025405396,1.917999388651923
2007-08-07,22171.900391,22177.800781,21833.140625,21907.990234,21907.990234,1593419300.0,-0.13110011265009547,-0.08495266796411059,0.08495266796411059,0.007216955794220422,1.9755727370055276
2007-08-08,22102.759766,22540.300781,22100.339844,22536.669922,22536.669922,1987081200.0,2.8292335732412965,1.4652369612280336,1.4652369612280336,2.146919352548762,1.905837475451875
2007-08-09,22715.080078,22796.730469,22425.070313,22439.359375,22439.359375,1874306000.0,-0.4327224984729483,-0.23840663568985293,0.23840663568985293,0.05683772394095426,1.9691253946444305
2007-08-10,21797.390625,21860.130859,21661.050781,21792.710938,21792.710938,1987805800.0,-2.9240978653966465,-1.5559714133251987,1.5559714133251987,2.4210470390852166,1.9028806713003
2007-08-13,21932.0,21969.449219,21692.160156,21891.099609,21891.099609,1535625600.0,0.45045904255029967,0.20873037211185963,0.20873037211185963,0.04356836824195539,1.982121606207342
2007-08-14,21886.259766,22012.039063,21836.099609,22007.320313,22007.320313,1157004500.0,0.5294995844778327,0.2573881860600143,0.2573881860600143,0.06624867832326453,1.9144993789546
2007-08-15,21637.5,21637.5,21303.349609,21375.720703,21375.720703,2057828000.0,-2.91194081583086,-1.593019265582539,1.593019265582539,2.537710380517132,1.850995114530688
2007-08-16,20841.230469,20841.230469,20435.150391,20672.390625,20672.390625,3139792200.0,-3.3456707598968904,-1.7480422227221082,1.7480422227221082,3.0556516124192483,1.9349651730639492
2007-08-17,20761.310547,20761.310547,19386.720703,20387.130859,20387.130859,4215404800.0,-1.3895162213218626,-0.6948422440538787,0.6948422440538787,0.48280574412182997,2.0526188435471036
2007-08-20,21140.730469,21608.339844,20901.640625,21595.630859,21595.630859,3730032400.0,5.758715764182298,2.844263763084249,2.844263763084249,8.089836353994173,2.0117633871838367
2007-08-21,22228.240234,22616.849609,21651.400391,21729.349609,21729.349609,4533189600.0,0.6172844080110096,0.23998625869113713,0.23998625869113713,0.05759340436056939,2.419114948754212
2007-08-22,21949.390625,22360.029297,21854.220703,22346.880859,22346.880859,2207457200.0,2.8022889175323584,1.1841301347961537,1.1841301347961537,1.402164176132357,2.3355193607100975
2007-08-23,23055.119141,23063.929688,22771.849609,22966.970703,22966.970703,3440616800.0,2.7370374981728673,1.145868716820919,1.145868716820919,1.3130151161888193,2.356559173330847
2007-08-24,22718.539063,22933.800781,22629.490234,22921.890625,22921.890625,3329042000.0,-0.19647509742934943,-0.09835481964088327,0.09835481964088327,0.009673670546590678,2.371059805676234
2007-08-27,23358.380859,23582.660156,23285.710938,23577.730469,23577.730469,3614924000.0,2.821026589672826,1.2182182750699742,1.2182182750699742,1.4840557657144633,2.2855481521956422
2007-08-28,23750.25,23750.25,23304.640625,23363.759766,23363.759766,2876847200.0,-0.9116548446932882,-0.410159099961705,0.410159099961705,0.16823048728139592,2.312236658646656
2007-08-29,22802.830078,23110.259766,22686.839844,23020.599609,23020.599609,2609888400.0,-1.479664363492894,-0.6766081898348278,0.6766081898348278,0.45779864255156244,2.241170663303318
2007-08-30,23509.980469,23583.490234,23376.679688,23484.539063,23484.539063,2371589600.0,1.9952842156932604,0.8927578140219098,0.8927578140219098,0.7970165144971789,2.193824711266554
2007-08-31,23584.660156,24089.0,23487.070313,23984.140625,23984.140625,3266675800.0,2.1050512208773853,0.9523583737463993,0.9523583737463993,0.9069864720448864,2.1717887045244466
2007-09-03,23611.019531,23915.050781,23611.019531,23904.089844,23904.089844,1703323600.0,-0.3343237149428191,-0.17196323853083653,0.17196323853083653,0.029571355406013383,2.1577505763940694
2007-09-04,23937.460938,24127.160156,23855.109375,23886.070313,23886.070313,1982756400.0,-0.07541105447117502,-0.05385670984024131,0.05385670984024131,0.002900545194815945,2.082212539895416
2007-09-05,24196.589844,24283.150391,23839.0,24069.169922,24069.169922,1817528800.0,0.7636308268388348,0.36203119395618183,0.36203119395618183,0.13106658539733854,2.0078401443250504
2007-09-06,23857.970703,24089.060547,23853.050781,24050.400391,24050.400391,1588676700.0,-0.0780120513539373,-0.05899360968814104,0.05899360968814104,0.0034802459840367283,1.9449922470617553
2007-09-07,24036.359375,24135.240234,23881.720703,23982.609375,23982.609375,2604931200.0,-0.2822686370935301,-0.17001776104651478,0.17001776104651478,0.0289060390712698,1.8762669102667473
2007-09-10,23584.070313,24123.660156,23578.109375,23999.699219,23999.699219,2092794400.0,0.0712339411064633,0.019042444385411802,0.019042444385411802,0.0003626146881715015,1.8119458979337781
2007-09-11,24000.179688,24157.359375,23753.349609,23952.240234,23952.240234,1687589200.0,-0.19794402911532671,-0.1342127465051989,0.1342127465051989,0.018013061324468782,1.7485231272122175
2007-09-12,24195.380859,24329.199219,24088.109375,24310.140625,24310.140625,1733983200.0,1.4831715531228085,0.8565086126071416,0.8565086126071416,0.7336070034702106,1.688764677571981
2007-09-13,24475.970703,24552.179688,24216.410156,24537.019531,24537.019531,1378258500.0,0.9289405434387277,0.5339721094462765,0.5339721094462765,0.28512621366650626,1.670893414729575
2007-09-14,24750.039063,24978.609375,24715.740234,24898.109375,24898.109375,2032464400.0,1.4608893470862583,0.8742461485754999,0.8742461485754999,0.764306328299095,1.6290140794913477
2007-09-17,24977.419922,24977.419922,24544.740234,24599.339844,24599.339844,1338753200.0,-1.2072264904592345,-0.7708075710493588,0.7708075710493588,0.5941443115870123,1.613835410154867
2007-09-18,24503.830078,24599.310547,24368.650391,24576.849609,24576.849609,1397510500.0,-0.09146799220580704,-0.08062489697252817,0.08062489697252817,0.006500374011830782,1.5900554188016274
2007-09-19,25511.359375,25648.439453,25286.919922,25554.640625,25554.640625,3122521200.0,3.9014002269226467,2.5155972397648285,2.5155972397648285,6.328229472712424,1.536283353995194
2007-09-20,25638.310547,25773.599609,25571.150391,25701.130859,25701.130859,3257486000.0,0.5716063913174807,0.30107038878087916,0.30107038878087916,0.09064337900066972,1.776582318067429
2007-09-21,25659.960938,25893.199219,25554.539063,25843.779297,25843.779297,2553639200.0,0.5534932614814636,0.3004569972650858,0.3004569972650858,0.09027440720555177,1.7199239960114887
2007-09-24,26002.099609,26635.269531,25994.779297,26551.939453,26551.939453,3199786800.0,2.703286825357054,1.601107902188298,1.601107902188298,2.563546514449812,1.6654447583431953
2007-09-25,26388.859375,26667.240234,26236.730469,26430.289063,26430.289063,2863169000.0,-0.4592128613083446,-0.2844608231653011,0.2844608231653011,0.08091795991588069,1.74344894986061
2007-09-27,26664.789063,27166.009766000003,26664.789063,27065.150391000003,27065.150391000003,3126894000.0,2.373627140927148,1.384813909917187,1.384813909917187,1.917709565100127,1.6875170462081885
2007-09-28,27126.130858999997,27254.970702999995,26899.480469,27142.470702999995,27142.470702999995,3152613400.0,0.2852748852532727,0.14342911369941186,0.14342911369941186,0.020571910656598816,1.732875681421767
2007-10-02,27816.919922000005,28256.800781,27795.550781,28199.75,28199.75,4002011600.0,3.821342691061602,2.260942314574412,2.260942314574412,5.111860149833099,1.6739094157996304
